codigo,produto,consumo_2023,consumo_2024
290276,FITA ADESIVA DEMARCAÇÃO DE SOLO AMARELA 50mm X 30m,0.0,1.0
290282,"ARAME GALVANIZADO 0,89mm BWG 20",0.0,2.0
290288,TUBO SILICONE 270ML X 256 G TRANSPARENTE,9.0,10.0
290289,SILICONE ADESIVO HÍBRIDO PU 40 CINZA,22.0,9.0
290290,SILICONE ADESIVO VEDANTE PU 40 BRANCO,6.0,23.0
290291,SILICONE ADESIVO PU PRETO,6.0,10.0
290292,ESPUMA EXPANSIVA 430 ML / 280 G,18.0,8.0
290294,LÂMINA PARA ESTILETE 18MM X 0.37MM,4.0,0.0
290297,ESTOPA 500 G,5.0,2.0
290298,FILTRO PARA REBOCO,8.0,4.0
290299,ELETRODO,44.0,7.0
290300,CÂMARA DE AR 2.50-8 / 3.25-8,1.0,1.0
290301,ADESIVO INSTANTÂNEO 20 G,9.0,5.0
290303,DISCO DE CORTE MAKITA DIÂMETRO 105MM / FURO: 20MM,0.0,1.0
290304,"DISCO DE CORTE 115MM X 430MM X 22,2MM",8.0,2.0
290305,"DISCO DE CORTE DESBASTE 115 X 6,4 X 22,23 MM",1.0,0.0
290306,MOLA HIDRÁULICA AÉREA PARA PORTA,1.0,0.0
290307,FITA TELADA PARA DRYWALL,3.0,2.0
290308,FITA ADESIVA DEMARCAÇÃO,0.0,1.0
290309,FITA ZEBRADA PRETA E AMARELA 200 M,3.0,10.0
290313,ABRAÇADEIRA P/MANGOTE 67 A 75 MM,2.0,0.0
290314,DESENGRIPANTE SPRAY 300 ML,5.0,0.0
290319,"PARAFUSO DE GESSO AUTO-BROCANTE 3/8""",107.0,28.0
290320,"PARAFUSO MADEIRA PHILIPS 5,0 X 50",134.0,54.0
290321,PARAFUSO MADEIRA PHILIPS 5CM,57.0,34.0
290324,"ARRUELA 1/4""",50.0,58.0
290326,"FORRO DE GESSO 625X625MM 19MM 10STCK/3,9m² 62X62CM",2.0,3.0
290351,"DISCO DE DESBASTE P/ MADEIRA 115mm 4.1/2"" 22,2mm 7/8""",2.0,0.0
290355,FITA PERFURADA 19MM X 25M,0.0,1.0
290356,PLACA INOX PARA DOBRADIÇA BANHEIRO,0.0,11.0
290357,DOBRADIÇA PORTA BANHEIRO,0.0,7.0
290358,PUXADOR INOX PORTA BANHEIRO,0.0,5.0
290359,TARUCEL DELIMITADOR DE PROFUNDIDADE,2.0,0.0
290360,PARAFUSO SEXTAVADO 6CM,8.0,0.0
290361,PARAFUSO PHILIPS ROSCA MÁQUINA P/ DESCARGA 6CM,10.0,3.0
290364,PARAFUSO SEXTAVADO 4.7 5CM,0.0,4.0
290365,FECHADURA SOBREPOR S/CHAVE P/ PORTA CORTA-FOGO,0.0,20.0
290366,PINO P/ DOBRADIÇA,0.0,26.0
290367,"PIVOT P/PORTA MEC. CHAVE ALLEN 3/4""",0.0,1.0
290368,PISO TÁTIL DIRECIONAL INOX,0.0,6.0
310008,CABO REDE AZUL,5.0,0.0
310011,CABO UTP CAT6 23X4 P CM CZ C/305,1.0,1.0
310016,"CABO VERDE CONDUSFLEX 1X2,5 MM",0.0,1.0
310017,"CABO AZUL CONDUSFLEX 1X1,5 MM 450/750V",0.0,1.0
310033,"CABO PRETO 1 X 6,0 MM",0.0,2.0
310044,"CABO PP 2 VIAS 2,5 MM 500V",2.0,0.0
310049,CABO DE REDE CAT.6 5M,6.0,1.0
310050,"CABO DE REDE CAT. 6 1,5M",1.0,1.0
310052,"CABO PP 2 VIAS 2 X 1,5 MM2",3.0,0.0
310055,"CABO PRETO CONDUSFLEX 1 X 2,5MM 450/750V",1.0,2.0
310056,"CABO AMARELO CONDUSFLEX 1 X 1,5 MM 450/750V",0.0,1.0
310057,"CABO AMARELO CONDUSFLEX 1 X 2,5 MM 450/750V",0.0,1.0
310058,"CABO AZUL CONDUSFLEX 1X2,5 MM 450/750V",2.0,1.0
310060,"FIO CRISTAL 1,50 MM2 300V",2.0,0.0
310063,"CABO DE REDE CAT.6 2,5M",1.0,0.0
310064,CABO PRETO FLEX 1 X 16 MM 450/750V,0.0,3.0
310065,CABO VERDE FLEX 450/750 V 4MM,0.0,1.0
310067,CABO PRETO FLEX 450/750 V 4MM,2.0,0.0
310069,CABO PRETO CONDUSFLEX 1 X 10MM2 450/750V,1.0,0.0
310070,CABO VERDE CONDUSFLEX 1 X 10MM2 450/750V,1.0,0.0
310072,"FIO CRISTAL 1,50 MM2 300V",0.0,2.0
310075,CABO AZUL FLEX 750V 10MM,0.0,1.0
310078,"CABO PP 4 VIAS X 2,5MM2",0.0,1.0
320004,SENSOR MINIATURA DOCOL,3.0,4.0
320005,SENSOR MICTÓRIO,2.0,0.0
320006,SENSOR MICTÓRIO REDONDO,3.0,0.0
320007,RABICHO SENSOR TORNEIRA SENSORIZADA,0.0,1.0
320033,"TAMPA CONDULETE CEGA 1""",7.0,6.0
320034,TAMPA CONDULETE HEXAGONAL VERTICAL 3/4,0.0,4.0
320035,TAMPA CONDULETE 1 POSTO VERTICAL 3/4,0.0,1.0
320037,"TAMPA CONDULETE CEGA 1/2"" X 3/4""",8.0,5.0
320038,"LUVA DE EMENDA 1""",2.0,6.0
320039,"CONECTOR RETO 1""",9.0,0.0
320041,"BUCHA P/ ELETRODUTO 1""",1.0,0.0
320044,"CONECTOR MACHO 1""",0.0,3.0
320047,CONECTOR MULTIPLO 3/4,0.0,1.0
320048,CONECTOR RJ45 FÊMEA,13.0,2.0
320049,PLACA BRANCA 4X4 C/SUPORTE 2 MÓDULOS,1.0,0.0
320060,PLACA BRANCA 4X2 2 POSTOS SEPARADOS,1.0,0.0
320062,TOMADA BRANCA 3P PADRÃO,7.0,2.0
320072,BOTÃO SINALIZADOR VERMELHO 220-240V,2.0,0.0
320074,SUPORTE PARA MÓDULO TOMADA 4X2 INTER. VERTICAL,1.0,1.0
320090,PLACA BRANCA 4X2 3 POSTOS,1.0,0.0
320091,PLACA CEGA 4X2 BRANCA,1.0,0.0
320105,METADE ABRAÇADEIRA P/ ELETROD.,8.0,0.0
320112,ARRUELA ALUMÍNIO P/ ELETRODUTO 3/4,0.0,1.0
320114,"ABRAÇADEIRA C/CUNHA 3/4""",41.0,16.0
320117,FILTRO DE LINHA,5.0,3.0
320119,ABRAÇADEIRA C/ CUNHA 1 1/4,1.0,2.0
320120,TAMPA CONDULETE CEGA,26.0,1.0
320123,TAMPA INTERRUPTOR BRANCA 4X2 SIMPLES HORIZ.,2.0,3.0
320127,TERMINAL DE COMPRESSÃO 120MM2,3.0,0.0
320128,TOMADA STECK MACHO 32 A,1.0,0.0
320144,BARRAMENTO PENTE 15 CM 63A,1.0,0.0
320153,"TERMINAL ELÉT. TUBULAR 1,5 MM",10.0,0.0
320175,TERMINAL ELÉT. ANEL AMARELO 25 MM,0.0,1.0
320179,"TERMINAL ENGATE FÊMEA AZUL 3 - 2,6 MM",0.0,2.0
320180,SOQUETE T300 2A 250V JQX-004,0.0,10.0
320186,"ABRAÇADEIRA NYLON 370 MM X 7,6 MM",52.0,99.0
320196,PLUGUE MACHO 3P 20A,1.0,1.0
320201,"ABRAÇADEIRA 2""",6.0,0.0
320209,"CONDULETE LR 1""",0.0,1.0
320224,TOMADA STECK MACHO AZUL 16A-6h 200/250V,3.0,0.0
320235,"TERMINAL ELÉT. PINO ISOLADO AMARELO 4,0 - 6,0 MM",5.0,0.0
320240,"ANILHA PARA CABO W:4,8 MM L: 3,6 MM",2.0,0.0
320248,"CURVA 90° PVC 1""",0.0,2.0
320256,SUPORTE P/ MÓDULO TOMADA 4X4 3+3 POSTOS,0.0,10.0
320259,"MANGUEIRA CORRUGADA PRETA 1""",0.0,1.0
320260,MANGUEIRA AMARELA CORRUGADA 3/4,0.0,1.0
320268,"TERMINAL ELÉT. ANEL VERM. 10,0 - VM 6MM",5.0,2.0
320270,TERMINAL ELÉT. TUBULAR VERM. 12 MM CABO 10MM,0.0,2.0
320271,"TERMINAL ELÉT. TUBULAR AZUL 12 MM CABO 16,0MM",0.0,11.0
320275,"TERMINAL ELÉT. OLHAL 1,5 - 2,5 MM",5.0,8.0
320277,"TERMINAL ELÉT. PINO ISOLADO AM 2,70 - 6,60 MM",5.0,0.0
320280,TERMINAL DE COMPRESSÃO 240 MM FURO 12 MM,0.0,1.0
320281,TERMINAL ELÉT. TUBULAR VERM. 35 MM,4.0,0.0
320282,"TERMINAL ELÉT. AMARELO 4,0 - 6,0 MM M8",6.0,0.0
320292,"ANILHA PARA CABO 1 4,8 MM L 3,6 MM",4.0,0.0
320293,"ANILHA PARA CABO 0 W: 4,8 MM L: 3,6 MM",4.0,0.0
320294,"ANILHA PARA CABO 2 W: 4,8 MM L: 3,6 MM",4.0,0.0
320295,"ANILHA PARA CABO 3 W: 4,8 MM L: 3,6 MM",4.0,0.0
320296,"ANILHA PARA CABO 4 W: 4,8 MM L: 3,6 MM",4.0,0.0
320297,"ANILHA PARA CABO 5 W: 4,8 MM L: 3.6 MM",4.0,0.0
320298,"ANILHA PARA CABO 6 W: 4,8 MM L: 3,6 MM",4.0,0.0
320299,"ANILHA PARA CABO 7 W: 4,8 MM L: 3,6 MM",4.0,0.0
320300,"ANILHA PARA CABO 8 W: 4,8 MM L: 3,6 MM",4.0,0.0
320301,"ANILHA PARA CABO 9 W: 4.8 MM L: 3,6 MM",4.0,0.0
320315,"ANIILHA PARA CABO R W: 4,8 MM L: 3,6 MM",2.0,0.0
320319,"ANILHA PARA CABO V W: 4,8 MM L: 3,6 MM",2.0,0.0
320328,"TAMPA CEGA CONDULETE 3""",0.0,1.0
320330,"TERMINAL ENGATE ISOLADO FÊMEA 2,5MM",1.0,0.0
320341,"CONDULETE X 1 1/2""",1.0,2.0
320344,"CONDULETE C 1""",0.0,2.0
320347,"CONDULETE T 1""",0.0,2.0
320349,"CONDULETE C 3/4""",0.0,2.0
320350,"CONDULETE E 3/4""",2.0,0.0
320351,"CONDULETE LL 3/4""",1.0,1.0
320354,"CONDULETE X 3/4""",0.0,2.0
320356,"CONECTOR RETO 3/4""",1.0,5.0
320357,LUVA DE EMENDA ALUMÍNIO S/ROSCA 3/4,28.0,9.0
320361,LUVA DE EMENDA LISA 1 1/4,0.0,7.0
320362,CONECTOR RETO 1 1/4,0.0,3.0
320365,METADE ABRAÇADEIRA P/ ELETROD. 3 1/2,2.0,0.0
320366,"METADE ABRAÇADEIRA P/ CONDULETE 3""",2.0,0.0
320368,CURVA 90° GALVANIZADA 1 1/4,0.0,2.0
320369,"CURVA GALVANIZADA 90° 1""",2.0,2.0
320371,"CURVA GALVANIZADA 90° 3/4""",3.0,5.0
320373,CURVA S GALVANIZADA 3/4,1.0,2.0
320376,"EMENDA PRA PERFILADO 1 1/4""",2.0,0.0
320385,"ABRAÇADEIRA TIPO U 3/4""",2.0,0.0
320387,"CONDULETE X 1 1/4""",0.0,1.0
320389,EXTENSÃO 3P CABO PP 3X0.75mm 300/500V,1.0,0.0
320391,ABRAÇADEIRA TIPO U PEQUENA,1.0,0.0
320393,SENSOR DE PRESENÇA MULTIFUNCIONAL,11.0,0.0
320398,PLUGUE MACHO 2P 10A,0.0,1.0
320399,PLUGUE MACHO 3P 10A,15.0,17.0
320400,TOMADA FÊMEA 3P 10A,24.0,26.0
320401,TOMADA 3P PRETA 10A SILENTOQUE,0.0,4.0
320402,"ABRAÇADEIRA C/CUNHA 1""",0.0,5.0
320404,CAIXA LUZ PVC 2X4,0.0,6.0
320408,VENTOINHA 120X120X38 MM,3.0,2.0
320411,"MANGUEIRA CORRUGADA 1/2""",0.0,3.0
320415,SUPORTE P/ MÓDULO TOMADA 4X2 3POSTOS,4.0,30.0
320417,"ABRAÇADEIRA NYLON 150MM X 2,5MM",70.0,140.0
320418,MÓDULO INTERRUPTOR SIMPLES,1.0,4.0
320419,MÓDULO INTERRUPTOR PARALELO,3.0,0.0
320421,TOMADA 3P VERMELHA 20A 250V,3.0,1.0
320427,COMANDO PLACA SENSOR MICTÓRIO 2580 C,3.0,0.0
320433,SOQUETE 76W 2A 250V,10.0,21.0
320437,CHAVE SELETORA 3 POSIÇÕES,2.0,2.0
320439,BLOCO DE CONTATO P/ BOTÃO M20-1A,0.0,4.0
320440,PLUGUE TOMADA FÊMEA 3P 20A,6.0,7.0
320441,SOQUETE TRANSPARENTE,16.0,0.0
320445,SOQUETE PEQUENO P/ LÂMPADA T5,129.0,184.0
320456,TAMPA INTERRUPTOR SIMPLES 4X2 VERTICAL 10A,2.0,2.0
320459,VENTILADOR 200X200X60MM,1.0,0.0
320460,VENTILADOR 172X150X50MM,6.0,1.0
320474,CAPACITOR ELETROLITICO 1000uF 35V 105°C,0.0,2.0
320475,RECEPTÁCULO OU BOQUILHA E27 C/RABICHO,11.0,4.0
320480,SENSOR DE PRESENÇA MULTIFUNCIONAL MODELO Qa23M QUALITRONIX,14.0,10.0
320481,"CONECTOR BOX 1""",1.0,3.0
320484,SENSOR DE PRESENÇA MULTIFUNCIONAL MODELO Qa19M QUALITRONIX,1.0,3.0
320486,"CONECTOR TORÇÃO AMARELO 2,50 - 10MM",12.0,0.0
320487,"CONECTOR TORÇÃO VERMELHO 1,50 - 6MM",0.0,102.0
320492,"TAMPÃO MULTIPLO PVC P/ CONDULETE 3/4""",0.0,3.0
320493,"MANGUEIRA CORRUGADA 1/2""",0.0,1.0
340005,LÂMPADA LED 600MM 9W T8,2.0,29.0
340012,LUMINÁRIA EMERGÊNCIA 30 LEDS,12.0,30.0
340015,BASE SOQUETE P/ LÂMP. FLUO. GIRATÓRIO E ENGATE,4.0,0.0
340028,LUMINÁRIAS DE LED,73.0,0.0
340037,LUMINÁRIA TARTARUGA,0.0,1.0
340046,REFLETOR LED 10 W BRANCO FRIO 6500K,17.0,13.0
340047,REFLETO LED 10 W BRANCO QUENTE 3000K,1.0,0.0
340049,LUMINÁRIA DE EMERGÊNCIA,1.0,0.0
340056,LÂMPADA LED AR111-10W-BRANCO QUENTE 220V-15°,9.0,12.0
340062,LÂMPADA FLUOR. TL5/ 28W/840,320.0,0.0
340063,LÂMPADA DE VAPOR METÁLICO TUBULAR 400 W,4.0,0.0
340064,REFLETOR LED 50 W BRANCO 6500K,5.0,13.0
340067,LÂMPADA FLUOR. TLS ESSENTIAL 14W/80,100.0,0.0
340069,LUMINÁRIA EMERGÊNCIA LED 1.200 LUMENS 2 FARÓIS,6.0,0.0
340073,LÂMPADA LED TUBULAR 120CM T8 18W 6500K,54.0,48.0
340074,LÂMPADAS E27 9W,160.0,221.0
340076,LÂMPADA FLUOR. TL5 ESSENTIAL 14W 1350 LÚMENS 4000K,260.0,250.0
340080,LÂMPADA FLUOR. TL5 28W/840 2900 LÚMENS 4000K,320.0,581.0
340092,LÂMPADA FLUOR. TL5 ESSENTIAL 14W 1350 LÚMENS 4000K,0.0,160.0
350014,FUSÍVEL DE VIDRO 5 X 20 MM 10 AMP,6.0,1.0
350015,FUSÍVEL DE VIDRO 5 X 20 MM 5 AMP,18.0,8.0
350016,"FUSÍVEL DE VIDRO 5 X 20 MM 3,0 AMP",6.0,3.0
350017,"FUSÍVEL DE VIDRO 5 X 20 MM 1,0 AMP",4.0,5.0
350019,FUSÍVEL ULTRA RÁPIDO NH 80A 500V,0.0,1.0
360005,DISJUNTOR TRIFÁSICO 100 AMP,2.0,0.0
360014,DR TETRAPOLAR 80 AMP,0.0,1.0
360017,"DISJUNTOR MOTOR MPW18-3-D063 4-6,3A",1.0,0.0
360019,DR TETRAPOLAR 63 AMP,1.0,2.0
360021,DISJUNTOR MOTOR TRIFÁSICO 13-18 AMP,1.0,1.0
360022,DISJUNTOR TRIFÁSICO 32 AMP CURVA C,2.0,2.0
360023,DISJUNTOR TRIFÁSICO CURVA C 25 AMP,0.0,1.0
360025,DISJUNTOR MONOFÁSICO 32 AMP CURVA C,1.0,2.0
360026,DISJUNTOR TRIFÁSICO CURVA C 63AMP,0.0,4.0
360028,DISJUNTOR MONOFÁSICO CURVA C 20 AMP,0.0,1.0
360029,DISJUNTOR BIPOLAR 40 AMP,0.0,1.0
360033,DISJUNTOR MONOFÁSICO CURVA C SIEMENS,0.0,1.0
360035,DISJUNTOR MONOFÁSICO CURVA C 40 AMP,1.0,0.0
360042,DR MONOFÁSICO 25 AMP,1.0,0.0
360044,DISJUNTOR TRIFÁSICO CURVA C 50 AMP,0.0,1.0
360046,DISJUNTOR MONOFÁSICO CURVA C 50 AMP,0.0,1.0
370002,MINI CONTATOR AUXILIAR 220V 50/60HZ,0.0,2.0
370003,CONTATOR TRIPOLAR 220V 50/60HZ 15KW 380 V,0.0,9.0
370005,CONTATOR AUXILIAR,0.0,1.0
370016,CONTATOR TRIPOLAR LC1D32M7 220V 50/60HZ 15KW 380 V,0.0,2.0
380002,REATOR INTELIG. 1 X 14/24,1.0,0.0
380003,REATOR INTELIG. 2 X 14/24,3.0,4.0
380007,REATOR INTELIG 2 X 28/54,3.0,3.0
390001,FITA ISOLANTE 19 MM X 20 M,2.0,4.0
390002,AUTOTRANSFORMADOR PEQUENO 200 VA,1.0,0.0
390003,AUTOTRANSFORMADOR GRANDE 1500 VA,1.0,0.0
390017,BUCHA SNAP REFORÇADA PARA DRYWALL 1/4-20,0.0,4.0
390042,ALTO FALANTE 50W 25RMS/ 8 OHMS,0.0,14.0
390052,DRYWALL CAIXA 2X4,0.0,1.0
390057,CARREGADOR DE BATERIA CBV1600 220V 60Hz / 32Ah - 150Ah,1.0,0.0
390064,FONTE TORNEIRA 12V 1.2A,21.0,9.0
390065,RELÉ FALTA DE FASE - RM22TG20 - SCHNEIDER,4.0,4.0
390069,FITA ADESIVA AUTO FUSÃO 19MM X 10M,2.0,1.0
390070,"EXAUSTOR BANHEIRO 127/220V DUTO 100MM / 4""",0.0,1.0
430002,CORREIA LISA A79,4.0,1.0
430003,CORREIA LISA A-84,2.0,0.0
430009,CORREIA LISA A-74,1.0,0.0
430010,CORREIA LISA A-75,0.0,1.0
430015,CORREIA LISA B 91,16.0,9.0
430016,CORREIA LISA B-92,7.0,12.0
430021,CORREIA DENTADA BX37,2.0,0.0
430024,CORREIA LISA A-43,2.0,2.0
430026,CORREIA DENTADA AX36,5.0,0.0
430027,CORREIA DENTADA AX34,8.0,3.0
430031,CORREIA DENTADA AX26,1.0,1.0
430035,CORREIA LISA A20,1.0,0.0
430037,CORREIA LISA A051,1.0,0.0
430038,CORREIA DENTADA AX49,4.0,4.0
430040,CORREIA DENTADA BX045,2.0,0.0
430042,CORREIA DENTADA BX45,7.0,0.0
430043,CORREIA DENTADA AX42,2.0,2.0
430046,CORREIA DENTADA BX043,2.0,0.0
430047,CORREIA DENTADA BX43,8.0,0.0
430048,CORREIA DENTADA AX43,7.0,4.0
430050,CORREIA LISA A120,2.0,0.0
430051,CORREIA DENTADA AX38,0.0,10.0
430052,CORREIA DENTADA BX38,4.0,8.0
430053,CORREIA DENTADA BX038,2.0,8.0
430055,CORREIA DENTADA BX42,2.0,0.0
440014,"VÁLVULA 2 VIAS PARA ATUADOR 1""",1.0,0.0
440019,ATUADOR PROP. 10NM 24VAC CN75 P/N: CN7510A2001 HONEYWELL,0.0,8.0
450009,ROLAMENTO 6201 ZZ,0.0,2.0
450014,ROLAMENTOS 6207-2Z,2.0,0.0
450015,ROLAMENTOS 6206-2Z,3.0,0.0
460013,"POLIA DE 120 4B FF - FURO INT. 38 MM E RASGO DA CHAV. 10X3,3mm",2.0,0.0
490021,MANGOTE DE BORRACHA 50 CM 3/4 FÊMEA E 1/2 FÊMEA,1.0,2.0
490031,UNIÃO INSTANTÂNEA NYLON 10 X 8 MM,0.0,1.0
490032,REGULADOR DE FLUXO 1/4 X 1/4,2.0,0.0
490033,CONEXÃO PNEUMÁTICA RETA 1/4,0.0,1.0
490036,CONTROLES AR CONDICIONADO,0.0,2.0
490039,PRESSOSTATO DIFERENCIAL P/ ÁGUA ON OFF C/ RANGE DE 25 A 50 PSI,1.0,1.0
490041,MANCAL UCF 214,2.0,0.0
520004,FONTE ALIMENTAÇÃO 24V 20AH PARA BAIA/CATRACA,2.0,3.0
520007,CARTÃO PWCM P/ BAIA,0.0,2.0
530002,PLC AUTOMAÇÃO,1.0,0.0
590006,TELEFONES C/FIO,0.0,1.0
590012,PLACA DRIVE DO MOTOR CATRACA,2.0,0.0
590020,AMPLIFICADOR SPA 500 USB,0.0,3.0
590029,CONTROLE REMOTO PARA AMPLIFICADOR SPA 500 USB,0.0,1.0
590030,FONTE CHAVEADA ARAMADA COLMEIA SAÍDA: 24Vdc - 2A / ENTRADA: 100-240Vac - 60Hz,1.0,0.0
590032,CONTROLE REMOTO P/PORTÃO PECCININ TX-3C PRETO,2.0,1.0
590033,CONTROLE REMOTO P/PORTÃO PPA ZAP POP 2,1.0,1.0
590038,MÓDULO TACENC1 C/RABICHO,0.0,1.0
590039,MÓDULO BTMK 180 GRAUS,1.0,0.0
590046,CONJUNTO IENCI,1.0,0.0
590048,ENCODER 2048 PULSOS,1.0,1.0
590050,CONTATOR TRIPOLAR 50A 220V 50/60HZ,0.0,1.0
590051,"INVERSOR DE FREQ. 3,5A 200-240V",0.0,2.0
590052,CJ AMPLIFICADOR PARA PAV DA CÉLULA,4.0,0.0
590053,CÉLULA DE CARGA 2TON ROSCA,2.0,0.0
590056,MÓDULO COP3,0.0,1.0
590057,UNIDADE IGBT 380V 57A 8KHZ,0.0,1.0
590060,14Z,1.0,0.0
590063,UNIDADE IGBT 380V 84A,0.0,1.0
590064,CONVERSOR DE MÍDIA GIGABIT SFP MC220L 9V 0.6A TP-LINK,1.0,0.0
590069,"PORTARIA. ELET. C/VIDEO HDL VIDEO CLASS 4,3"" BRANCO",0.0,1.0
590070,"MONITOR UJ59 32"" 80.1CM",0.0,1.0
610011,"BOMBA 31 a 51 PSI VAZÃO: 13,2 GPM",0.0,1.0
710001,MOÇO PARA PERSIANAS - 4 CANAIS 220-240V,1.0,0.0
710004,MOTOR PERSIANA 508R6 8/14,0.0,10.0
810004,S1 - PLACA SAÍDA DE EMERG. SETA A DIREITA,13.0,10.0
810005,S3 - PLACA SAÍDA DE EMERG. SETA ACIMA,3.0,17.0
810006,S5 - PLACA SAÍDA DE EMERG. ACIMA A ESQ.,1.0,0.0
810007,S6 - PLACA SAÍDA DE EMERG. SETA ABAIXO DIR.,1.0,1.0
810008,PLACA SAÍDA DE EMERG. SETA A ESQ.,1.0,1.0
810014,S9 - PLACA ESCADA DE EMERG. ABAIXO A ESQ.,1.0,0.0
810021,PLACA PRETA BANHEIRO MASCULINO,1.0,0.0
810034,PLACA EM MANUTENÇÃO DESC. O TRANSTORNO,24.0,19.0
810036,E2 - PLAC PEQ. ALARME DE INCÊNDIO,0.0,1.0
810037,S7 - PLACA PEQ. PROIBIDO FUMAR,4.0,0.0
810038,E7 - PLACA MANGUEIRA DE INCÊNDIO,1.0,25.0
810039,E5 - PLACA EXTINTOR DE INCÊNDIO,15.0,10.0
810040,S2 - PLACA EMERGÊNCIA SETA A ESQUERDA,5.0,7.0
810041,P4 - PLACA PROIB. USAR ELEV. EM CASO INCÊNDIO,1.0,19.0
810042,S12 - PLACA PEQ. SAÍDA,5.0,10.0
810043,M4 - PLACA PORTA CORTA FOGO,5.0,23.0
810044,M-7 - PLACA PORTAS DEV. PERM. ABERTAS,0.0,1.0
810050,PLACA ESCADA DE EMERGÊNCIA,0.0,1.0
910001,CAPACETE AMARELO EPI,0.0,14.0
910007,CAPACETE VERDE EPI,0.0,8.0
910018,BICO SPLINKER ASCENDENTE 68°,0.0,25.0
910020,COLETE DE ALTA VISIBILADADE,0.0,211.0
910022,TRIPÉ EXTINTOR PQS,5.0,0.0
910023,TRIPÉ EXTINTOR ÁGUA OU CO2,3.0,0.0
910030,"BICO SPLINKER PENDENTE 68° 1/2""",5.0,42.0
910031,"CANOPLA PARA BICO SPLINKER 1/2""",4.0,22.0
910035,ADESIVO ACIONADOR MANUAL,0.0,32.0
910039,"TAMPÃO STORZ C/ CORRENTE P/ REGISTRO DE HIDRANTE 1 1/2""",1.0,0.0
910043,TRIPÉ EXTINTOR ÁGUA OU CO2,2.0,0.0
910050,CAPACETE AZUL EPI,0.0,8.0
910051,SUSPENSÃO PLÁSTICA P/ CAPACETE EPI,0.0,17.0
910052,JUGULAR TECIDO P/ CAPACETE,0.0,20.0
910054,SUPORTE PARA EXTINTOR DE INCÊNDIO,0.0,7.0
1010002,CERA 5 LITROS,4.0,4.0
1010004,DESENGRAXANTE MULTIUSO 5 LITROS,15.0,10.0
1010005,DETERGENTE LAVA LOUÇAS 5 LITROS,7.0,11.0
1010006,DETERG. C/GLICER. NEUTRO 500 ML,129.0,113.0
1010008,SABÃO BARRA NEUTRO 1 KG,9.0,0.0
1010009,DETERGENTE MULTIUSO 5 LITROS,3.0,0.0
1010014,RODO LIMPADOR DE VIDROS,1.0,0.0
1010018,DETERGENTE ÁCIDO 5 LITROS,2.0,0.0
1010023,BRILHO INOX AEROSOL 300ML OU 200G,43.0,37.0
1010032,LÂMINAS RASPADOR,0.0,1.0
1010034,LIMPA CARPETES E TAPETES,0.0,1.0
1010038,LIMPADOR PISOS E PORCELANATO 5 LITROS,13.0,10.0
1010039,LIMPA VIDROS 5 L,5.0,6.0
1010043,"ÁLCOOL 1 LITRO 46,2°",2.0,0.0
1010044,DESENTUPIDOR GRANDE,10.0,8.0
1010058,BALDES PRETOS,3.0,1.0
1010061,ABSORVENTE,157.0,266.0
1010075,ÁLCOOL LÍQUIDO 400 ML,3022.0,2033.0
1010077,CAIXA PAPEL INTERFOLHADO,0.0,4.0
1010077,PAPEL INTERFOLHADO,869.0,2.0
1010078,PAPEL TOALHA,10247.0,10964.0
1010080,ARO INOX DE LIXEIRA,3.0,0.0
1010089,SUPORTE PARA LT,3.0,4.0
1010094,FUNIL PLÁSTICO,0.0,2.0
1010100,LIXEIRAS PVC,3.0,0.0
1010106,CERA LÍQUIDA 1 LITRO,2.0,2.0
1010110,RODOS 60 CM,17.0,20.0
1010111,VASSOURAS PELO 60 CM,2.0,2.0
1010112,VASSOURAS PELO 40 CM,4.0,2.0
1010113,RODOS 40 CM,6.0,6.0
1010116,DESENTUPIDOR PEQUENO,4.0,4.0
1010117,MOP,5.0,4.0
1010118,BORRACHA RODO LIMPADOR DE VIDROS,5.0,3.0
1010119,LUVA PARA LAVADOR DE VIDROS 35 CM,3.0,1.0
1010120,LUVA PARA LAVADOR DE VIDROS 45 CM,4.0,4.0
1010122,SACO PRETO LIXO 40 L,3908.0,3629.0
1010123,SACO PRETO LIXO 100 L,7476.0,6727.0
1010124,SACO AZUL LIXO 100 L,228.0,238.0
1010125,SACO PRETO LIXO 200 L,10653.0,12641.0
1010126,BORRIFADOR,98.0,90.0
1010128,FLANELAS BRANCAS,156.0,207.0
1010129,LT BRANCA,64.0,49.0
1010130,FIBRA LT VERDE,177.0,136.0
1010131,ESCOVA LAVAR VASO SANITÁRIO,36.0,39.0
1010132,ESPONJA DUP.FACE SANITÁRIA ROSA,38.0,39.0
1010133,ESPONJA DUP.FACE VERDE,386.0,365.0
1010134,ESCOVA LAVAR ROUPAS CABO MADEIRA,4.0,18.0
1010135,BORRACHA ORGANIZADORA,16.0,19.0
1010136,RODAS CARRINHO LIMPEZA,2.0,4.0
1010137,PALHA DE AÇO,1.0,0.0
1010140,PLACAS CUIDADO PISO MOLHADO,0.0,1.0
1010143,AROMATIZANTE DE AMBIENTES 5L MULTILIMP,53.0,45.0
1010151,ESCOVA LAVAR CABO PLÁSTICO,9.0,0.0
1010153,LIMPADOR DESINCRUSTANTE 5 LITROS,4.0,2.0
1010155,SACO TRANSPARENTE LIXO 100 L,1531.0,1293.0
1010157,DESINFETANTE ODORIZANTE DS300 PREMIUM 5L,20.0,24.0
1010158,CLORO 5L,59.0,89.0
